,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AL137003.2,5.569735354427092,0.9457698231301966,0.6678640276685204,1.4161113399561753,0.15674290844850855,0.9872401843509399
GGA1,38.25495251381182,0.35795566638092163,0.33878246326222966,1.0565944380180365,0.2906967200063767,0.9872401843509399
GFPT1,37.75904392704786,-0.5284221414895708,0.3843203449339113,-1.3749522981419042,0.16914623393385386,0.9872401843509399
TUBA1B,84.22082058728894,1.0250220095049876,0.7316733583632129,1.4009284304105445,0.1612354760519521,0.9872401843509399
RAP1GAP,19.632491647591994,0.7455248988065291,0.7088388560694284,1.0517551237816276,0.2929119130345448,0.9872401843509399
GIN1,12.805064713704018,0.6389541634248062,0.5065991842164638,1.2612617298487174,0.2072145646121235,0.9872401843509399
RABL2A,17.398411512838752,-0.514499660832208,0.4549506340282301,-1.1308911832405157,0.25810089468150577,0.9872401843509399
RABEP1,214.92522702323495,-0.2862820153764589,0.24929675488317182,-1.1483583711734215,0.25082065143734256,0.9872401843509399
USP30,36.34538758818312,-0.3570254744669767,0.31996957498624007,-1.1158106969462023,0.26450317400692325,0.9872401843509399
AL121902.1,4.8740738024735935,-0.9421126248664123,0.8547257283851409,-1.1022396934819947,0.2703574795942073,0.9872401843509399
AL118516.1,12.196656059229992,1.3770182876230206,1.0192823588334716,1.3509684295909563,0.1767055459768616,0.9872401843509399
TTLL1,6.026647308896514,-0.7198767091025728,0.6618318758543034,-1.0877032904668489,0.27672611465817365,0.9872401843509399
AP3S1,40.46245713597009,0.42053543590282894,0.4154370753990893,1.012272280943731,0.3114078844671939,0.9872401843509399
RAB6A,155.03767469035483,-0.3333338246174415,0.2532833638287547,-1.3160510014499374,0.18815692517230598,0.9872401843509399
RAD9A,78.43974223202504,-0.4466544860270852,0.3528936712585389,-1.2656914034025133,0.20562358726807073,0.9872401843509399
GMDS-DT,294.5469619815672,-0.3936735423211207,0.3827893664919726,-1.0284338510468427,0.30374579200854135,0.9872401843509399
USP37,137.69876905665464,-0.5633229066919552,0.5535281828269717,-1.0176950770870599,0.3088228875224529,0.9872401843509399
USP36,151.7669246889813,-0.8288851067510955,0.8071374213383327,-1.026944216483858,0.3044467320753004,0.9872401843509399
EIF2B1,16.580946080356146,0.427978995912731,0.3655539154649861,1.1707684634381221,0.24169185735300958,0.9872401843509399
AL157400.3,7.360086839250297,-0.7040729714226844,0.682630863852926,-1.03141098462606,0.3023481318433513,0.9872401843509399
GCFC2,42.82801195496067,-0.3750817245042402,0.3619653039097821,-1.0362366791865976,0.30009173881942364,0.9872401843509399
GCC2-AS1,10.940537737363995,0.5930425134013346,0.5091014522346655,1.1648808126518118,0.24406724121491974,0.9872401843509399
GBP1,7.154530163910379,0.7371536211087967,0.5953030175162685,1.238283024642407,0.21561113586783975,0.9872401843509399
RBFOX2,118.3520172180226,-0.3701339473025962,0.2871871414393142,-1.2888249294434708,0.19745895716365092,0.9872401843509399
RBFOX1,1098.030757376912,-0.40107348543882376,0.3924153198768265,-1.0220637807023307,0.30675071421374633,0.9872401843509399
RARA,12.877212189728917,-0.704978603138289,0.5657513772096628,-1.2460925974503279,0.21273040218520178,0.9872401843509399
RAPGEF4,121.38735125145713,-0.7850495585170431,0.607319261119415,-1.2926472265510471,0.19613309780707378,0.9872401843509399
RAPGEF2,687.9289074747452,-0.3326659421491222,0.2474090423229871,-1.3445989646362,0.17875477790147587,0.9872401843509399
RAP2C-AS1,77.11698399013115,-0.514920501407567,0.4666408636539574,-1.1034620872582044,0.2698265470676311,0.9872401843509399
TUB,72.55057344555084,0.47089148992877244,0.341821848553236,1.3775933045878281,0.1683288892885989,0.9872401843509399
TTYH2,20.329748297062505,0.39718697072833115,0.32330849015738605,1.2285077033856462,0.21925643938429729,0.9872401843509399
SCAF11,178.1330048726326,-0.2810379947359963,0.20341577607209257,-1.3815938968096242,0.1670964290029927,0.9872401843509399
EIF2D,17.509179120022807,-0.5092059758221426,0.3863058083166892,-1.3181421683535786,0.18745606066007858,0.9872401843509399
EIF2B2,6.211485878020895,0.7164791147932641,0.540732737653674,1.325015233777377,0.18516609872242706,0.9872401843509399
AC108047.1,12.939702027889636,-0.5600251843418729,0.49712255919032816,-1.1265334352438066,0.2599397964620642,0.9872401843509399
SCML2,10.601758454950481,-0.6462471128031547,0.49526061823980294,-1.3048627106673054,0.19193960069065386,0.9872401843509399
GHITM,25.308905398988035,0.5590022978593935,0.5413235679461128,1.0326583414432835,0.3017638152639376,0.9872401843509399
GGT1,20.731231404261656,-0.8298450572239715,0.730069518671111,-1.1366658051064427,0.25567801936172596,0.9872401843509399
GDE1,6.203672007516857,0.5693754606553835,0.5477256477716074,1.0395267465963247,0.2985598254673162,0.9872401843509399
GCN1,20.22191588773014,0.444393298965095,0.38397348084170585,1.1573541432886023,0.2471277011147619,0.9872401843509399
RASSF9,10.500525282179195,0.7171725256354452,0.7030874807084234,1.0200331328796095,0.3077127472821609,0.9872401843509399
USP11,31.377703200713835,0.3005352591737456,0.28304726719375684,1.0617847052662674,0.2883334347741494,0.9872401843509399
USP10,76.25463885717039,0.3605125153615539,0.3472184068179076,1.038287453322191,0.2991362481566191,0.9872401843509399
AL139393.1,7.9093231387862675,-0.8221933469708568,0.6385015657428355,-1.2876919824218653,0.19785320559954134,0.9872401843509399
AL138686.1,5.359280018327356,1.3672496306344029,0.9642880930259402,1.4178850081451984,0.15622434003133967,0.9872401843509399
SCG5,7.712095242770134,0.9583430650281866,0.8866993754286255,1.0807981730729526,0.27978690131263806,0.9872401843509399
SCG3,6.925442657724282,0.7940826622213982,0.6977165969458173,1.1381163436521553,0.25507190443123895,0.9872401843509399
EGFR,666.6220501035856,-0.31066874143021067,0.30422435941557047,-1.02118299148372,0.30716774907654776,0.9872401843509399
TUBA1C,14.454765347547642,0.619735713727121,0.561321742349822,1.1040650432188226,0.26956492373517593,0.9872401843509399
SYS1-DBNDD2,5.13689733176677,0.7497766019759748,0.5773772728397,1.2985904316745405,0.19408452339628446,0.9872401843509399
CCDC65,7.475178750693232,1.0008018349023053,0.8208189038574609,1.2192724000373405,0.2227408205173017,0.9872401843509399
SYNGR1,28.532710055918574,0.49152045442551834,0.4058549654093141,1.211074143024981,0.2258669902089031,0.9872401843509399
SYNGAP1-AS1,6.940523854969655,0.7841119179654175,0.5762412276434397,1.3607355398225718,0.17359727902738553,0.9872401843509399
SYNGAP1,18.988832948546982,0.5289319281998797,0.4069829671936567,1.2996414367095501,0.19372389078771657,0.9872401843509399
SYNDIG1,24.330412062005784,-0.8723876588133386,0.7339445745700356,-1.1886287998305685,0.23458576969912515,0.9872401843509399
CCDC91,381.29795893343703,-0.3539784658697494,0.28332190345604885,-1.249386163059791,0.21152386687979974,0.9872401843509399
MDM4,90.40403517018697,-0.2279717862290147,0.20193103921888175,-1.1289586143411379,0.25891529251436773,0.9872401843509399
MED16,7.951834236105122,0.7807365783794669,0.7172407161990016,1.088527966617623,0.2763620972807097,0.9872401843509399
NKAIN3,10.454193676922802,-0.7984988711115065,0.5660590031821212,-1.410628338428885,0.1583542311908901,0.9872401843509399
NKAIN2,1413.2350452482062,-0.39289541852049525,0.2976050239434011,-1.3201908130261155,0.1867713184855544,0.9872401843509399
ZNF546,13.762740129959743,-0.5471943266108197,0.4416564656346137,-1.2389591666558288,0.215360620396302,0.9872401843509399
NGLY1,68.25776452047664,-0.43891258661793675,0.4009334518796163,-1.0947267796195863,0.2736363527427096,0.9872401843509399
CCDC24,9.746371739838692,0.7372172557996115,0.5430547869307354,1.357537533121204,0.17461047600477508,0.9872401843509399
CCDC191,49.91822803196307,0.3079214845817857,0.2706633233206894,1.1376550055027286,0.25526456848781487,0.9872401843509399
SYT16,20.61155766094375,-0.4449505075286492,0.41562075716835434,-1.0705685408017636,0.2843634750382059,0.9872401843509399
CCDC68,17.305823090640033,-0.7305756402174618,0.638319646549547,-1.144529459756733,0.25240412762817843,0.9872401843509399
BMI1,7.445289229980434,0.9496035366757027,0.6641039733390854,1.4299019051205764,0.15274517517135863,0.9872401843509399
BICRAL,215.14696400714732,-0.4109833790072933,0.3927468553274864,-1.0464332773959468,0.29536103542726655,0.9872401843509399
BICDL1,169.35176465558342,0.34530753992053514,0.319778292984847,1.0798342085617985,0.28021601487478676,0.9872401843509399
TMEM161B-AS1,600.0643937107347,-0.2550264479208304,0.2305557967079695,-1.1061376532807645,0.2686669433875254,0.9872401843509399
TMEM159,6.459854859312579,0.9200971553699042,0.6824587298677869,1.3482092251177666,0.1775910983398341,0.9872401843509399
TMEM14A,7.5497842170405525,0.8600558779652854,0.654141617325803,1.3147854458202501,0.1885820201760816,0.9872401843509399
NHLRC2,95.15675788590498,-0.3516582979232119,0.2531745505483121,-1.3889954466655865,0.16483413464792496,0.9872401843509399
AC008050.1,66.22569730377215,-0.4953601208220693,0.4655876173200164,-1.06394608102644,0.28735312612072006,0.9872401843509399
AC007966.1,9.933753009661654,-0.6386299316381512,0.5652544533618552,-1.1298096420822425,0.25855644443293624,0.9872401843509399
AC007785.1,17.03809070254964,-0.7923182492327089,0.5631758393108268,-1.4068754266914036,0.1594643314045936,0.9872401843509399
AC007566.1,57.36671967520582,-0.3627220523866236,0.29474259912986567,-1.2306400685121381,0.2184575122028276,0.9872401843509399
SYNJ2,6.717947193329702,0.8363863024511574,0.7092871699705511,1.1791927696730837,0.2383214245141666,0.9872401843509399
CCDC152,14.463436657840585,-0.5086474149046899,0.43096621331952245,-1.1802489364231759,0.23790122090434818,0.9872401843509399
SYTL4,13.379514487722798,0.7186590239651579,0.5131340300736165,1.4005288713010438,0.1613550039726459,0.9872401843509399
SUMO2,9.811186572694542,0.7161443332185352,0.5487923557892538,1.3049458974125137,0.19191127103811634,0.9872401843509399
ZNF507,46.249229699492126,-0.38180678292291076,0.3716226776581973,-1.0274044235644852,0.3042300693962988,0.9872401843509399
ZNF500,10.528964371201493,0.77213154877944,0.5515179564122423,1.400011622109899,0.1615098381977349,0.9872401843509399
AC010618.3,13.26509075578127,0.5942080319129709,0.5022096661786565,1.1831871664962872,0.23673497799007348,0.9872401843509399
AC010319.2,29.32751810005596,0.7253913678091052,0.5436532483609724,1.33429050593562,0.18210866786467117,0.9872401843509399
AC010168.1,6.890556188662463,0.9619033800797395,0.7553142997278278,1.273514059546277,0.2028356867311354,0.9872401843509399
AC009948.1,11.255056993404606,0.6036082254470974,0.4658243941497471,1.295784920299939,0.19504959475692762,0.9872401843509399
NNAT,7.281413417945796,-0.7385125528550188,0.7050204713145903,-1.0475051192172884,0.29486667237203346,0.9872401843509399
ZNF528,21.736155573101783,-0.426938966432894,0.3340746116029956,-1.2779748942438511,0.20125827859023337,0.9872401843509399
ZNF527,6.417215428003847,0.5132311718284831,0.4867120443680735,1.054486277393938,0.2916603400287775,0.9872401843509399
ZNF525,9.231835265156912,-0.5616769750034603,0.46521152722903314,-1.2073582491582053,0.22729420702909797,0.9872401843509399
ZNF514,3.620065949545852,1.0318736775620692,0.8356836084063105,1.2347659654709546,0.21691761741802773,0.9872401843509399
AC009495.3,34.460946199037764,-0.47209196755807664,0.43832115140109906,-1.0770458282677637,0.281459792413587,0.9872401843509399
CCDC85A,12.246577285351641,-0.7478388778499702,0.6273093664379481,-1.1921372736651854,0.23320742386106674,0.9872401843509399
SYCE2,10.528626351867791,0.549418226883139,0.5439057880568806,1.0101349148093308,0.31243065646506885,0.9872401843509399
SVOP,10.208787345153139,0.5815586351382296,0.5589284284616778,1.0404885590429465,0.29811297672142634,0.9872401843509399
SYDE2,17.69495713518826,0.9258290866792365,0.7673369151102369,1.2065483472096872,0.227606129203903,0.9872401843509399
SUGP2,91.84168376895667,0.4170081120662757,0.30204977910393715,1.3805939977952464,0.16740382989343183,0.9872401843509399
SUGP1,11.67082706420918,0.5972126910323887,0.4628949622244625,1.2901689146981776,0.19699201654668752,0.9872401843509399
SUGCT,107.24562559127847,-0.33204368849343985,0.30672674061277116,-1.0825390959721708,0.2790130530549938,0.9872401843509399
MBD1,18.432444335777678,0.3558559096738038,0.3520883766851155,1.0107005321338902,0.3121597822927674,0.9872401843509399
MAX,92.03159187921423,0.46465797190959923,0.4590386394187903,1.0122415239334184,0.3114225866294468,0.9872401843509399
MAST4,374.3787870858689,-0.3008089575518396,0.24140903574780262,-1.2460550891147728,0.21274417121462919,0.9872401843509399
MCPH1,110.31797364028355,-0.3334018013633604,0.3008503780773074,-1.1081980467968315,0.2677762941884524,0.9872401843509399
MCM7,4.962874987224683,1.0617296739923283,0.7472799443433998,1.4207924112364887,0.15537711751482128,0.9872401843509399
MCFD2,99.19856677429024,-0.5307420337817093,0.4980090515640343,-1.0657276852998445,0.2865467587885765,0.9872401843509399
NLGN1,2650.935782677437,-0.30249882890022306,0.2940262674698846,-1.0288156616184174,0.3035663057227519,0.9872401843509399
MDH1,31.60891570752284,0.6061829020390711,0.4988633196334506,1.2151282288793566,0.22431718856332772,0.9872401843509399
MCRS1,6.108253979488493,0.6753275310389498,0.5706365986809402,1.1834634031536162,0.23662554228197397,0.9872401843509399
NKAIN4,23.342326341922405,0.572944062848376,0.45549247179755686,1.2578562727662825,0.20844374016331546,0.9872401843509399
SUZ12,133.69726473627634,-0.2883614095673274,0.2405966841364598,-1.198526116859436,0.2307122618433901,0.9872401843509399
TAF1,126.39056571538998,-0.3690103709038625,0.29833459507971877,-1.2369010399389258,0.2161238239361939,0.9872401843509399
TAOK1,185.72115104795486,-0.2507434301390107,0.2468508906371412,-1.015768788566339,0.30973950214517676,0.9872401843509399
TANGO6,46.86100791241032,-0.42680473008938646,0.34965767436565387,-1.2206359573365353,0.22222388568795015,0.9872401843509399
CCDC14,82.50826256807703,-0.3700063037474197,0.3370916734623315,-1.0976429644405508,0.27236042408078553,0.9872401843509399
CCDC130,27.89528201327272,0.444491358742918,0.3779820793360545,1.1759588166817077,0.2396113335058705,0.9872401843509399
TBC1D17,26.579953860630845,0.450101545405374,0.4369062423486147,1.0302016812253063,0.3029153406911187,0.9872401843509399
TANC1,957.2184021989393,-0.33896076994522006,0.28014884315150873,-1.209931000007396,0.2263053706917465,0.9872401843509399
TALDO1,14.015031203622664,0.6172815994259574,0.4942937628647092,1.2488152710009222,0.21173264718072882,0.9872401843509399
TAGLN3,22.53969086247032,1.3145197264579154,0.9191393694088968,1.4301636620170994,0.1526700520814931,0.9872401843509399
CBR1,5.642065721156894,0.8238457950450131,0.7360361470652701,1.1193007277290095,0.2630118654732644,0.9872401843509399
CBFB,61.86463732184662,-0.28951050292733943,0.2656540848081026,-1.0898025646263625,0.2758001240072383,0.9872401843509399
CBARP,8.366581418650004,1.1007925360388866,0.9624110791421053,1.1437862259650364,0.2527123035282496,0.9872401843509399
CAV1,30.29043230035579,0.7379495215487485,0.5379738362890228,1.3717200944922718,0.17015059042395964,0.9872401843509399
TBC1D10B,8.13202767385932,0.564067694694291,0.5254360259289493,1.073523068192826,0.2830364942191145,0.9872401843509399
TAZ,27.197643453339435,0.5092606614309225,0.3738363809141856,1.3622554877766797,0.1731172699163639,0.9872401843509399
TAX1BP1,197.66120851006656,-0.25197808406617805,0.2109960343709801,-1.1942313741458381,0.23238747359713774,0.9872401843509399
CC2D1A,24.543180016997777,0.561251886497197,0.49918449650714564,1.124337575434222,0.2608698434636262,0.9872401843509399
MELTF-AS1,11.015656990528624,0.8257560329713238,0.6501487710211772,1.270103197571724,0.20404787279106862,0.9872401843509399
MELTF,3.9064739959072696,0.9242517264932205,0.8109662685952714,1.139691948093203,0.25441466288508496,0.9872401843509399
NFATC2,5.93887730771367,-1.093130677793612,0.8012348365359342,-1.3643074763444674,0.17247081385416207,0.9872401843509399
METTL26,4.026842324325213,1.3871955984089333,1.2404648542783259,1.118286901579305,0.26344447934446746,0.9872401843509399
METTL22,11.001198377412281,0.5463403957895642,0.4557188910542546,1.198853956933115,0.23058473770641819,0.9872401843509399
METRN,36.84289995938336,0.5823333549259236,0.5396186388741319,1.0791572287808893,0.28051764290010084,0.9872401843509399
NEFH,23.080501475172973,1.198016477473916,0.9953432658890947,1.2036214224082609,0.22873593565406924,0.9872401843509399
MFF,165.83249367900223,-0.42247390287485265,0.2980961177164182,-1.4172405401024253,0.15641261279693733,0.9872401843509399
MFAP3L,16.76850964504541,0.4377369147541427,0.3363282333782332,1.301517004258949,0.19308154794764976,0.9872401843509399
MFAP2,9.414757372673888,0.84704800377776,0.7030167087894085,1.2048760622437733,0.2282511508997448,0.9872401843509399
NETO2,163.13879955499183,-0.34674898979945107,0.27573972353505977,-1.2575228021339573,0.20856438753005635,0.9872401843509399
CAST,113.23635832670358,-0.6381420738834065,0.5550869345974883,-1.1496254624442643,0.25029816623057766,0.9872401843509399
CASP8AP2,33.215503296485686,-0.4084209210684184,0.30154776997536115,-1.3544153256440583,0.1756039108758729,0.9872401843509399
CASKIN2,12.282738348285777,0.818704627139234,0.5889922023289195,1.3900092800923582,0.16452605936581144,0.9872401843509399
SYNRG,76.03188939027073,-0.3339787668950704,0.26357380658622315,-1.2671166806016272,0.20511357198139657,0.9872401843509399
CCDC38,5.367982268274287,-0.9272408235178562,0.6549648909363153,-1.4157107294595666,0.1568602156620256,0.9872401843509399
CCDC34,21.127279481103127,-0.8124133115038018,0.6458565814495192,-1.2578850085888627,0.20843334610953246,0.9872401843509399
NGFR,57.13546770067627,0.5464551912174396,0.5290461295216073,1.032906509894656,0.30164765200188026,0.9872401843509399
MEAF6,29.70916455517037,0.45189558681497033,0.39523609168945517,1.1433560758161572,0.2528907815546655,0.9872401843509399
ME1,519.6830545600936,-0.3525690719081984,0.3218432084410752,-1.095468422701698,0.27331147225651453,0.9872401843509399
CCDC122,39.02548954763043,-0.522793876627428,0.4651436668293271,-1.1239406529837892,0.2610382035736971,0.9872401843509399
TAF5,3.90512742026838,-0.8070366389898428,0.7616195095741,-1.0596323083177588,0.2893119093103649,0.9872401843509399
TAF1D,43.1869192762148,0.551387044161727,0.4183288070557769,1.3180709405178714,0.1874799012573699,0.9872401843509399
BNIP3L,524.0354525171929,-0.6043686883426401,0.553983196663773,-1.0909512995742492,0.27529431239038316,0.9872401843509399
BMP2K,727.1478827289889,-0.4040758943220679,0.3333659959925842,-1.212108910865212,0.22547069317102186,0.9872401843509399
TMEM135,88.20177426604106,-0.4267433000081947,0.3863977933199077,-1.104414433482243,0.26941340254575463,0.9872401843509399
TMEM131,169.1648304523657,-0.3397094896441455,0.2577696970013635,-1.317879850098705,0.1875438719974113,0.9872401843509399
TMEM126B,13.264415195158383,0.4410413914900235,0.42498716810058607,1.037775783822343,0.29937445341594304,0.9872401843509399
TMEM120B,14.650302240476778,0.6062870079074697,0.5468488447937145,1.1086921252182158,0.2675630202047331,0.9872401843509399
TMEM120A,6.353460250381534,0.8101772961168191,0.7692762114088224,1.0531682692138524,0.29226387839770374,0.9872401843509399
NOS1AP,158.2351650934179,-0.38636476009714166,0.27996774606130137,-1.380033112859164,0.16757644972709218,0.9872401843509399
NIFK-AS1,73.38002094779445,-0.4548232772148676,0.40646533441426086,-1.11897187461335,0.26315213795263903,0.9872401843509399
NHSL1,269.3027513473874,-0.3851768687034345,0.3178786467380042,-1.211710420489167,0.22562324882583473,0.9872401843509399
NHS,309.7330196828563,-0.2690902933570339,0.25163113321634833,-1.0693839427479526,0.2848966997203235,0.9872401843509399
NEU1,10.717817439534409,0.7773758914625779,0.7569199599637071,1.0270252240406657,0.3044085867855405,0.9872401843509399
NEMF,116.51622356257664,-0.2878817404394027,0.20225399859434598,-1.4233673620307374,0.15462968872842892,0.9872401843509399
ZNF589,21.722786746473787,-0.3062586173529652,0.30316268846958194,-1.0102121039334098,0.3123936814670454,0.9872401843509399
ZNF579,2.373557548095204,1.4252314456810478,1.1639619760698534,1.2244656397568734,0.22077662063803916,0.9872401843509399
NFX1,84.23155426245008,-0.4507250443575166,0.32543042724195465,-1.3850119922019661,0.16604880047289594,0.9872401843509399
NFIA,1184.2545679097327,-0.32941371024662064,0.24771563067342067,-1.329805912332225,0.1835822274488097,0.9872401843509399
MEIS2,82.89651517223989,0.6562196864914241,0.4844345206624474,1.3546096706610966,0.17554195071495338,0.9872401843509399
MEF2C-AS1,40.57117033373585,-0.43671597065174605,0.3852943907383727,-1.1334604944931324,0.25702092223564965,0.9872401843509399
MED4,46.39119987757899,-0.3680254236349814,0.28016658431621,-1.313594997537642,0.18898253306343604,0.9872401843509399
METAP1D,16.32161524167164,-0.5924333103715429,0.4480201360341687,-1.3223363476822845,0.1860561743409188,0.9872401843509399
MERTK,71.74137857601532,-0.3474177782857371,0.2601592484238978,-1.3354042971390436,0.1817440591119257,0.9872401843509399
CDH20,1011.7435693950014,-0.3176517597848916,0.30015137479265097,-1.0583051968505228,0.28991632444873183,0.9872401843509399
LYRM1,16.306086227540582,-0.4307330033341481,0.38490174214327727,-1.1190726260049257,0.2631091569051691,0.9872401843509399
LYPLAL1,162.52477800332957,-0.38025881830003283,0.2735384470636882,-1.3901476095296281,0.16448405860748183,0.9872401843509399
NTN4,3.7692745445404525,-0.9611610807830193,0.8647969814003347,-1.1114297360597232,0.2663834187049624,0.9872401843509399
NT5C2,569.8394052176346,-0.28300702211703177,0.20515721774845777,-1.3794641262099063,0.1677516995478835,0.9872401843509399
MAEA,17.981436928922456,0.5560969697987217,0.41201388044443915,1.3497044546141508,0.17711080289283476,0.9872401843509399
MAGOH,10.531937225607775,-0.635498283243854,0.4883127400498682,-1.3014165536188032,0.19311591049472054,0.9872401843509399
NSUN6,80.83786902865154,-0.3486608916351664,0.25741567938630816,-1.3544664119388197,0.1755876222042968,0.9872401843509399
NRP1,13.68681223321925,1.0058371067830196,0.8574810017338939,1.1730138682363087,0.24079024436474394,0.9872401843509399
NRN1,11.260169102418963,0.9934281642894066,0.9253847079341945,1.073529912231974,0.28303342520258723,0.9872401843509399
MAN2B2,10.640207516344583,0.5863871505920009,0.512982011333146,1.1430949577902125,0.25299916754810936,0.9872401843509399
MAN2A2,26.593121949285926,0.5512608604639565,0.3937427239576298,1.4000534534913134,0.16149731215490515,0.9872401843509399
MAN1A1,23.33894260915714,-0.6015807573072112,0.49522170777654945,-1.2147705721709847,0.22445360759146582,0.9872401843509399
STMN3,15.158357622435032,0.7294538234877423,0.5969550802147725,1.2219576441585847,0.22172364475881556,0.9872401843509399
STMN1,19.800487546861202,0.6128268931913451,0.5327648957747727,1.1502764128258531,0.2500300425163875,0.9872401843509399
STK40,25.657217344288636,0.5902082073537921,0.5446280927841435,1.0836903479154787,0.2785021166236126,0.9872401843509399
TMEM38A,18.06703152491331,0.48276884662680736,0.38672489484355516,1.2483521310985308,0.21190213095522015,0.9872401843509399
STK11IP,11.479288235237815,0.5748485628988768,0.5039443662950823,1.1406984606754722,0.25399542736854686,0.9872401843509399
STK11,25.433348390603083,0.5032654177977166,0.37329060764572025,1.3481866607138207,0.17759835386607548,0.9872401843509399
MACO1,74.69335352916757,-0.26460296080662005,0.24085130098771904,-1.0986154516147377,0.27193583507169183,0.9872401843509399
LZTFL1,23.235473213866296,-0.6988099903234279,0.49508283802940495,-1.411501140101978,0.1580968996795471,0.9872401843509399
MAP3K11,7.75330696991465,0.7998956163163702,0.6354396984594761,1.2588064898299425,0.2081002356731848,0.9872401843509399
MAP2K4,148.63319878198473,-0.28926266318260024,0.2425546387924441,-1.1925670216933042,0.23303898785623356,0.9872401843509399
NRG4,8.367546322590968,0.8305910719589916,0.6386475931092487,1.300546781857062,0.1934136332951485,0.9872401843509399
STRBP,266.68560633887904,-0.28465898358229286,0.2785594153339439,-1.0218968303083082,0.30682973283221315,0.9872401843509399
TMEM196,9.148502051625394,0.9154780697079486,0.7872363254663146,1.162901202717838,0.24486958940640113,0.9872401843509399
BCL9L,9.6687467036976,0.6006248063009982,0.5077474091633664,1.182920474750761,0.23684066626486466,0.9872401843509399
BCL7A,8.559307754967783,0.7789368206967696,0.5728348724650958,1.3597929493097194,0.17389545422370833,0.9872401843509399
TMEM25,8.038253626835617,0.6339755896107409,0.5255660026650002,1.2062720693424338,0.22771260343327782,0.9872401843509399
TMEM244,20.934169259488172,0.8133528106308355,0.6844482129154708,1.1883336025764224,0.2347020040776383,0.9872401843509399
MALRD1,52.683873038095115,-0.528626550913466,0.44642819576400833,-1.184124470473432,0.23636379478361913,0.9872401843509399
TMEM268,7.982043060549985,-0.7215958131057572,0.5291185023627265,-1.3637697602399883,0.17264004046608472,0.9872401843509399
NUFIP1,7.724501929430779,-0.5880932404930358,0.5796615587753519,-1.0145458700685577,0.3103223533554663,0.9872401843509399
ZNF350-AS1,37.84049153618172,0.5293183136964608,0.4928033891670045,1.0740963340190866,0.28277950746538216,0.9872401843509399
ZNF35,9.53263609048168,0.6804248246018106,0.5208182527185794,1.3064534913093255,0.19139838530326314,0.9872401843509399
ZNF341,3.8725130315152856,0.8224908353238285,0.6967886268615184,1.180402210392697,0.23784028324347806,0.9872401843509399
MACROD2,525.7133474902473,-0.24430621484464252,0.21546659444136707,-1.133847293024921,0.2568586091591024,0.9872401843509399
ZNF33A,71.3509664465182,-0.22656622502739152,0.21897637018007923,-1.0346606112845447,0.30082743707873993,0.9872401843509399
NSUN7,26.17826119478016,-0.4690518272294931,0.45867237176041814,-1.0226293452758837,0.3064831293194108,0.9872401843509399
LYPLA2,6.42767874770866,0.8096032349977035,0.6872596240509531,1.178016584512289,0.23878999462640516,0.9872401843509399
LUCAT1,9.894358257024534,-0.9802518285423321,0.9228278813270614,-1.0622260644451842,0.28813306992742516,0.9872401843509399
LUC7L3,412.5903737039655,-0.3215970098444808,0.2907921935060851,-1.1059341241832583,0.26875503346812657,0.9872401843509399
LUC7L,119.082220809662,-0.4515848095131308,0.43544083531186184,-1.0370750120155972,0.2997008996395495,0.9872401843509399
LTN1,54.87682892094789,-0.3144300686173877,0.2947719208703945,-1.0666893498164518,0.2861121379542849,0.9872401843509399
NUBP2,8.086135958304004,0.6762325579894148,0.6623624082876556,1.0209404240461297,0.30728266547646965,0.9872401843509399
LYST,452.0433046542502,-0.35569532593613373,0.3024382740457002,-1.1760923020027092,0.23955799374123155,0.9872401843509399
LYSMD4,27.1889524712785,-0.5078538168842349,0.3805713002356532,-1.3344511700429518,0.18205603968153394,0.9872401843509399
ZNF382,13.809692805214661,0.3799978471612718,0.3652118692913999,1.0404860277366128,0.2981141521552022,0.9872401843509399
CDK8,122.64625317698068,-0.27788158936239865,0.24774049904264064,-1.1216639606210295,0.26200534539336195,0.9872401843509399
CDK6,8.449905747048259,1.4995309240934163,1.1379925082784874,1.3176984146950588,0.18760462546967638,0.9872401843509399
CDK5RAP3,38.959302207504926,0.7372155466155671,0.5216127038262566,1.413338941340519,0.15755608927774356,0.9872401843509399
STK31,10.291573452189375,-0.7544920830971225,0.7395874275688231,-1.0201526621095955,0.30765606425442427,0.9872401843509399
AC016727.1,7.899670336754197,-0.5353808144891096,0.5153009083524005,-1.0389673408512157,0.29881992554998693,0.9872401843509399
AC016705.2,11.518956075211154,0.6682584002589328,0.5521223071773226,1.2103448666570744,0.22614658815676525,0.9872401843509399
ZNF385D,2355.7115317813905,-0.4443497276853531,0.35094276821337,-1.266160091993098,0.20545577209466614,0.9872401843509399
ZNF385B,263.4725088311713,0.5616321413127312,0.5442744035835353,1.0318915194521578,0.30212293920649447,0.9872401843509399
ZNF383,12.360328715084998,0.6366094096516285,0.4586999410152159,1.3878558786004096,0.16518093538373613,0.9872401843509399
MALAT1,76676.67428657251,-0.6053123079971215,0.5909652048488149,-1.0242774075877734,0.3057042658502862,0.9872401843509399
CDK17,329.3578349115725,-0.6015553468012003,0.5037183446678266,-1.1942295792262472,0.2323881755252084,0.9872401843509399
CDK13,257.1907496647603,-0.2467997106152803,0.2014182380875053,-1.2253096490103306,0.22045857424892068,0.9872401843509399
