Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,heme Metabolism,0.2536579455621061,1.1771107844862059,0.15668202764976957,0.3476817959980478,0.987,42/146,23.26%,UBAC1;BLVRB;HTRA2;SLC25A38;EPOR;HEBP1;GLRX5;BSG;RNF123;EZH1;UROD;SLC6A8;FBXO7;BCAM;RAD23A;P4HA2;HAGH;CDR2;ASNS;MOSPD1;SLC22A4;SLC2A1;RAP1GAP;MINPP1;TSPAN5;GDE1;MPP1;SLC6A9;RIOK3;ACP5;CCDC28A;LPIN2;NFE2L1;ARL2BP;MGST3;PGLS;CTNS;SIDT2;ALDH1L1;CPOX;ATG4A;HDGF
prerank,Hedgehog Signaling,0.3318047762865503,1.1188836863292826,0.26666666666666666,0.4451572829318071,0.999,12/29,27.50%,NRP2;THY1;L1CAM;CDK6;VLDLR;ADGRG1;NRP1;CNTFR;VEGFA;AMOT;CRMP1;LDB1
prerank,TNF-alpha Signaling via NF-kB,0.2550994937610538,1.1222499962468904,0.2238562091503268,0.45825838388063866,0.999,37/110,27.32%,LIF;RNF19B;TUBB2A;KDM6B;INHBA;CEBPD;JUN;EIF1;CEBPB;CDKN1A;TIPARP;ATF3;TRAF1;DUSP1;ZFP36;TRIP10;KLF6;KLF10;JAG1;SLC16A6;TAP1;NR4A2;SMAD3;F3;SNN;VEGFA;NINJ1;FOS;RELA;NR4A3;GADD45B;EHD1;PER1;SQSTM1;EFNA1;IER2;RHOB
prerank,Epithelial Mesenchymal Transition,0.24961374775655432,1.1031164092603865,0.2492063492063492,0.46342860780444334,1.0,40/115,25.63%,EMP3;MEST;PPIB;COL11A1;LAMA1;ENO2;PLOD1;INHBA;FLNA;LGALS1;GPC1;JUN;SERPINH1;SLC6A8;NT5E;THY1;MCM7;LRP1;MYLK;APLP1;TIMP1;DPYSL3;P3H1;SLIT3;FUCA1;MMP2;FSTL3;VIM;EFEMP2;SPARC;CALU;PMP22;VEGFA;CAP2;GADD45B;PDGFRB;ELN;PLOD3;QSOX1;SGCB
prerank,E2F Targets,0.23556380330167537,1.0695025965175924,0.3020030816640986,0.5074631527574426,1.0,28/125,17.71%,WDR90;NOP56;SLBP;KIF22;RANBP1;RPA3;USP1;PHF5A;CDKN1A;RAN;POLD2;MCM7;SNRPB;SHMT1;EZH2;DDX39A;CDC25B;TUBB;STMN1;UNG;XPO1;HMGA1;PCNA;PAN2;UBE2S;CKS2;NAA38;PAICS
prerank,Complement,0.24539691633343622,1.0711670202064785,0.319634703196347,0.5241662599642102,1.0,31/106,23.65%,HSPA1A;MT3;HSPA5;S100A13;ZFPM2;CEBPB;CPM;SERPING1;GNB2;SH2B3;CALM3;SPOCK2;LRP1;L3MBTL4;PIM1;SCG3;TIMP1;C1R;PPP4C;CLU;ATOX1;CP;CALM1;PFN1;KIF2A;ANXA5;F3;IRF2;RBSN;EHD1;VCPIP1
prerank,Apical Surface,0.3160040661897572,1.0440213399689826,0.3889943074003795,0.5356687092167814,1.0,5/28,7.65%,HSPB1;PKHD1;MDGA1;FLOT2;THY1
prerank,Wnt-beta Catenin Signaling,0.30712138368520775,1.04531332687032,0.40854700854700854,0.5525622254758419,1.0,8/30,22.14%,TCF7;KAT2A;DVL2;DLL1;AXIN1;HDAC5;JAG1;TP53
prerank,Estrogen Response Early,0.2249536725152361,0.996169586693023,0.459546925566343,0.6449243533430942,1.0,34/121,24.17%,FKBP4;TMEM164;BLVRB;GLA;PODXL;DHRS3;HSPB8;AKAP1;TIPARP;SLC1A1;FLNB;SLC1A4;IL17RB;SYNGR1;TBC1D30;CALB2;DYNLT3;TPD52L1;ADCY1;RHOBTB3;SLC2A1;KLF10;FASN;GAB2;TUBB2B;SIAH2;TOB1;BAG1;ISG20L2;ELOVL2;FOS;ASB13;SH3BP5;SLC39A6
prerank,KRAS Signaling Up,-0.27208902936991763,-1.2273064463164562,0.10354223433242507,0.6526343109265507,0.872,21/103,13.41%,ALDH1A2;CDADC1;ETV1;RABGAP1L;DCBLD2;HSD11B1;PTBP2;CAB39L;NIN;ID2;ETV5;IL33;TOR1AIP2;DUSP6;ST6GAL1;EVI5;TFPI;AVL9;USH1C;MTMR10;SPON1
