,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SLC25A34,6.02806194577745,1.1932050737919957,0.6489787136278609,1.838588922465347,0.06597567183093919,0.8256560929738835
ECE1,284.895945786951,-0.9006079111871941,0.4852515895785409,-1.8559607645374343,0.06345915073334737,0.8256560929738835
E2F4,8.125852304467292,1.269676220712342,0.6693240160998379,1.8969530304780726,0.05783413746257472,0.8256560929738835
PSD2,5.413863342135189,-1.1154369737410996,0.6008310780039405,-1.8564901426982843,0.06338372675460743,0.8256560929738835
KIAA0040,7.2139264528105,-1.3023068254489116,0.6726430373036641,-1.9361039261913688,0.05285497377342095,0.8256560929738835
ZNF667-AS1,14.294291703335249,0.8104767305378905,0.4349538182656262,1.863362721517558,0.06241125113081951,0.8256560929738835
TIPARP,47.05045416542975,1.9280458691646374,1.0347824395552228,1.8632379092105227,0.062428801512212674,0.8256560929738835
AC008957.1,11.478439763509694,1.3805759673278133,0.7268652834457792,1.899356041305277,0.057517679094644406,0.8256560929738835
AP1G1,90.1122072940544,-0.44321843636578195,0.2339494239558799,-1.894505354496482,0.05815796432043276,0.8256560929738835
C7orf50,32.84451731744733,0.6602240540368495,0.34398959623096864,1.9193140178389236,0.054944605036714673,0.8256560929738835
